state,emp_length,term,homeownership,annual_income,verified_income,debt_to_income,total_credit_limit,total_credit_utilized,num_cc_carrying_balance,loan_purpose,loan_amount,grade,interest_rate,public_record_bankrupt,loan_status
NY,10,36,OWN,120000,Source Verified,18.46,673142,94405,8,house,10000,A,5.31,0,Current
NC,0,36,OWN,85000,Source Verified,8.97,295831,16476,3,debt_consolidation,12000,C,13.58,0,In Grace Period
WV,10,36,OWN,49500,Not Verified,24.53,148853,81472,9,debt_consolidation,12500,A,6.71,0,Current
NC,10,60,MORTGAGE,70000,Not Verified,17.74,156734,41207,4,debt_consolidation,20000,B,11.99,0,Current
TX,1,36,RENT,100000,Not Verified,9.08,55604,44610,2,credit_card,12000,B,10.41,0,Current
ME,7,36,RENT,38678,Not Verified,11.7,214744,214568,5,credit_card,4000,B,9.92,0,Current
NV,1,60,RENT,25000,Source Verified,1.65,1600,244,2,major_purchase,10000,C,12.61,0,Current
CA,10,36,RENT,77000,Not Verified,17.1,67893,34846,2,debt_consolidation,10000,B,11.98,1,Current
OH,3,36,RENT,42000,Not Verified,0.63,5500,1075,1,debt_consolidation,2800,B,10.42,0,Current
CA,10,36,MORTGAGE,120000,Source Verified,21.4,478518,115079,6,other,5000,A,6.72,0,Current
MD,10,60,MORTGAGE,133000,Source Verified,20.86,369146,102943,0,other,32000,C,15.05,0,Fully Paid
NY,10,36,RENT,64934,Not Verified,18.55,47606,23663,3,debt_consolidation,9600,C,13.58,0,Current
MD,0,60,MORTGAGE,45000,Verified,25.07,210269,42282,11,debt_consolidation,15000,D,17.09,0,Current
AZ,10,36,RENT,65000,Verified,30.72,86503,69109,5,other,14400,B,9.92,0,Current
TX,5,36,MORTGAGE,52000,Source Verified,22.52,265937,64636,3,debt_consolidation,10000,B,10.42,0,Current
AZ,2,36,RENT,22800,Verified,20.59,38750,22571,6,debt_consolidation,21000,C,16.01,0,Current
TX,10,36,MORTGAGE,152000,Verified,10,570815,78507,9,home_improvement,40000,A,5.32,0,Current
RI,0,60,OWN,37700,Source Verified,13.91,110117,109092,4,credit_card,10000,D,20.39,0,Current
PA,10,36,OWN,49300,Not Verified,14,92999,23329,8,home_improvement,1000,B,11.99,0,Current
FL,10,36,MORTGAGE,288000,Verified,33.54,1036893,547708,12,home_improvement,17150,A,6.72,0,Current
FL,6,36,RENT,65000,Not Verified,15.92,74464,19348,7,debt_consolidation,16000,C,15.04,0,Current
NY,2,36,MORTGAGE,90000,Not Verified,20.23,108057,42441,11,credit_card,24000,B,9.93,0,Current
NY,2,36,RENT,72000,Not Verified,14.18,66400,40556,4,other,28000,D,6,0,Current
OK,2,60,RENT,54500,Source Verified,24.64,100282,68742,3,debt_consolidation,25000,B,10.42,1,Current
CA,10,36,RENT,36433,Source Verified,26.93,46780,22379,1,debt_consolidation,6000,A,7.35,0,Fully Paid
TX,10,36,MORTGAGE,20000,Not Verified,11.28,38700,8161,2,debt_consolidation,15000,B,11.99,1,Late (31-120 days)
AZ,4,36,RENT,70000,Not Verified,19.98,117423,46228,10,debt_consolidation,15000,A,7.34,1,Current
MN,1,36,OWN,80000,Source Verified,9.29,22600,19502,4,debt_consolidation,25000,D,18.45,0,Fully Paid
VA,10,36,MORTGAGE,130000,Not Verified,17.28,800792,234410,5,debt_consolidation,10000,A,7.97,0,Current
MD,4,60,RENT,55000,Source Verified,24.22,152164,153081,4,debt_consolidation,15000,F,28.72,0,Current
WA,10,36,MORTGAGE,156000,Source Verified,29.99,710297,170966,10,debt_consolidation,30000,A,6.08,0,Current
OR,6,60,MORTGAGE,40000,Source Verified,27.78,502520,107401,5,debt_consolidation,25000,C,12.61,0,Current
OH,10,60,OWN,90000,Source Verified,11.47,301532,45872,2,other,28000,C,16.02,0,Current
OH,9,60,MORTGAGE,79000,Not Verified,25.49,187641,35532,4,credit_card,25000,C,12.62,0,Current
MA,10,36,RENT,59000,Not Verified,16.11,71920,43473,5,credit_card,13000,A,7.97,0,Current
SC,10,36,MORTGAGE,50000,Not Verified,34.09,96279,57413,3,debt_consolidation,10000,B,9.44,0,Current
CO,10,36,RENT,38000,Source Verified,11.5,16600,4447,1,other,2000,C,13.59,1,Fully Paid
MI,10,36,OWN,54000,Source Verified,17.18,33200,16683,10,debt_consolidation,7000,B,10.91,0,Current
FL,8,60,MORTGAGE,112000,Verified,11.7,386405,44682,4,debt_consolidation,30000,E,26.77,0,Current
CA,8,36,OWN,85000,Not Verified,9.83,365500,29582,7,debt_consolidation,20000,A,5.32,0,Current
CO,4,36,RENT,49000,Source Verified,21.41,146798,120958,15,credit_card,7000,C,13.59,0,Current
MN,10,60,RENT,68000,Verified,26.83,73978,38644,14,debt_consolidation,23000,D,19.03,1,Current
CA,1,60,RENT,48000,Not Verified,16.79,27643,16562,5,debt_consolidation,20000,E,24.84,0,Current
CA,10,60,RENT,289000,Source Verified,13.22,125664,107113,6,credit_card,35000,D,17.47,0,Current
OR,10,60,RENT,69860,Source Verified,13,73576,38767,5,debt_consolidation,10000,B,9.43,0,Current
IN,10,36,OWN,60000,Not Verified,37.5,149674,125272,1,credit_card,10000,A,7.35,0,Current
NY,8,36,RENT,86000,Not Verified,8.47,34800,18620,13,debt_consolidation,15000,B,10.41,0,Current
IL,5,36,MORTGAGE,75000,Source Verified,19.78,496716,115133,4,home_improvement,6000,B,11.99,0,Current
NY,7,36,RENT,30000,Not Verified,28.81,46200,9647,7,debt_consolidation,6000,C,16.01,0,Current
NY,10,60,MORTGAGE,105000,Not Verified,21.97,472489,55195,2,debt_consolidation,13650,C,12.62,0,Current
CO,8,36,MORTGAGE,110000,Source Verified,16.31,478157,73780,3,debt_consolidation,20000,B,9.43,0,Current
NV,10,36,OWN,44000,Verified,3.25,213400,3165,3,debt_consolidation,10000,A,6.08,0,Current
TX,10,36,MORTGAGE,108000,Verified,28.65,369729,110667,7,debt_consolidation,35725,B,10.91,0,Fully Paid
PA,5,36,MORTGAGE,55000,Not Verified,23.13,92557,84932,2,other,3000,A,7.97,0,Current
CA,0,36,RENT,55000,Verified,41.72,146629,137231,3,debt_consolidation,12000,C,13.59,0,Current
CA,10,36,RENT,55000,Not Verified,25.53,84427,24340,6,credit_card,12000,A,7.34,0,Current
WI,10,36,RENT,76000,Source Verified,28.52,121610,50101,6,car,4600,C,14.07,0,Current
TX,0,60,RENT,35000,Source Verified,17.42,106233,34328,0,major_purchase,13000,B,9.44,0,Current
LA,3,36,OWN,37540,Not Verified,26.28,43974,35883,2,credit_card,10000,C,12.61,0,Current
NC,9,36,MORTGAGE,62628,Not Verified,23.97,154926,41367,5,home_improvement,5700,A,7.97,0,Current
PA,10,36,OWN,41000,Verified,10.1,19217,4852,1,home_improvement,10000,B,10.42,1,Current
NC,9,36,RENT,62000,Not Verified,17.42,64167,21465,3,debt_consolidation,15000,A,7.97,0,Current
CA,0,36,RENT,10000,Verified,20.77,9400,4191,3,credit_card,5600,D,21.45,0,Current
TX,10,60,RENT,48000,Source Verified,18.8,40214,25375,4,credit_card,11000,D,17.09,0,Current
MA,10,60,MORTGAGE,108000,Source Verified,8.2,148080,23545,8,debt_consolidation,25000,B,10.42,0,Current
IN,4,36,MORTGAGE,140000,Not Verified,14.46,249437,78134,3,debt_consolidation,25000,A,6.71,0,Current
NJ,10,36,RENT,70000,Not Verified,16.58,52095,40634,6,credit_card,5000,B,9.92,0,Current
FL,5,36,MORTGAGE,55000,Not Verified,3.51,161511,3872,5,debt_consolidation,7000,A,7.34,0,Current
FL,0,60,MORTGAGE,100000,Verified,20.71,117034,82330,2,debt_consolidation,35000,D,21.85,0,Current
NY,3,36,RENT,90000,Not Verified,6.53,65900,32898,5,debt_consolidation,12000,A,5.32,0,Current
MA,10,60,MORTGAGE,150000,Source Verified,9.86,801603,32279,2,credit_card,20000,A,7.34,0,Current
CT,3,36,OWN,20000,Not Verified,12.02,25377,8835,1,debt_consolidation,3500,E,26.3,0,Current
NC,7,36,MORTGAGE,50000,Not Verified,27.48,217915,48325,5,other,2500,C,12.61,0,Current
VA,2,60,MORTGAGE,190000,Source Verified,11.53,588731,89939,3,credit_card,15000,B,11.98,0,Current
KS,4,36,RENT,72000,Not Verified,5.55,18400,5903,10,debt_consolidation,10000,B,9.43,1,Current
NY,1,36,MORTGAGE,50000,Not Verified,19.18,210400,105752,1,credit_card,12000,B,10.42,0,Current
PA,10,36,MORTGAGE,75000,Not Verified,26.62,302450,80598,9,credit_card,14000,B,10.9,0,Current
MA,9,36,MORTGAGE,100000,Not Verified,29.43,471400,93782,4,debt_consolidation,10500,B,10.9,0,Current
CO,5,36,RENT,60000,Not Verified,8.16,37269,11563,3,debt_consolidation,10000,A,6.72,1,Current
DE,9,36,OWN,42000,Source Verified,16.41,26400,13506,8,debt_consolidation,10000,C,13.58,0,Current
CO,1,36,RENT,69000,Verified,22.75,72548,68745,2,debt_consolidation,25200,C,15.04,0,Current
CO,8,36,MORTGAGE,75000,Not Verified,13.58,374459,31849,6,credit_card,5000,A,6.08,0,Current
NY,10,36,MORTGAGE,156000,Not Verified,8.04,403241,14531,7,debt_consolidation,12000,A,7.96,0,Current
DE,5,36,MORTGAGE,55000,Not Verified,9.54,86250,11315,10,major_purchase,4000,A,6.07,0,Current
CA,10,60,MORTGAGE,128000,Source Verified,33.76,307227,230948,2,other,36000,B,10.9,1,Current
MN,2,36,MORTGAGE,70000,Source Verified,26.71,403551,63412,2,debt_consolidation,6000,A,6.72,0,Current
PA,8,36,OWN,66000,Not Verified,17.69,58150,42177,2,other,1200,B,11.99,0,Current
WA,0,36,MORTGAGE,110000,Not Verified,6.09,401114,14708,3,other,10000,C,15.04,0,Current
KY,10,36,MORTGAGE,47595,Verified,64.47,337338,148960,1,debt_consolidation,14000,A,7.34,0,Current
MI,5,36,MORTGAGE,106000,Not Verified,15.66,70318,30383,7,debt_consolidation,11000,A,7.35,1,Current
AZ,3,36,MORTGAGE,96800,Source Verified,13.2,250671,72095,4,debt_consolidation,40000,A,5.31,0,Current
FL,10,60,RENT,43000,Source Verified,19.26,38362,34783,3,other,25000,C,13.59,0,Current
AL,3,36,MORTGAGE,70000,Not Verified,21.98,204775,58794,5,major_purchase,1800,B,9.43,0,Current
NY,6,36,RENT,61400,Not Verified,11.83,45375,19154,5,debt_consolidation,8000,A,6.07,0,Current
CA,3,36,RENT,90000,Not Verified,22.68,142940,124052,3,credit_card,14000,B,11.99,0,Current
TX,1,60,RENT,50000,Not Verified,20.93,231172,33748,7,major_purchase,21000,C,14.08,0,Current
NC,1,36,RENT,31000,Not Verified,17.42,13561,5163,7,credit_card,10000,C,15.04,0,Current
CA,3,36,RENT,78000,Source Verified,16.51,64090,45877,4,credit_card,20000,A,7.35,0,Current
ND,7,36,MORTGAGE,130000,Source Verified,14.76,352465,70005,2,home_improvement,30000,B,9.43,0,Current
FL,1,36,MORTGAGE,122000,Source Verified,24.01,498195,73112,10,debt_consolidation,18000,B,11.98,0,Current
FL,10,36,OWN,57000,Not Verified,2.58,320111,555,6,house,28000,A,5.32,0,Current
DE,1,60,RENT,82000,Verified,18.35,110867,48251,6,debt_consolidation,35000,D,18.06,0,Current
TX,5,36,MORTGAGE,50000,Not Verified,30.96,239445,43659,6,debt_consolidation,12000,B,11.98,0,Current
CA,10,36,RENT,74000,Not Verified,14.26,43100,26729,8,debt_consolidation,18000,B,10.9,1,Current
WI,2,60,RENT,48000,Verified,21.85,49000,43168,4,debt_consolidation,30000,D,21.45,0,Current
NJ,10,60,RENT,25000,Source Verified,8.68,25500,8146,5,other,14000,B,11.98,0,Late (16-30 days)
CA,9,36,MORTGAGE,140000,Verified,11.16,464400,51379,7,credit_card,36000,A,6.07,0,Current
GA,10,36,MORTGAGE,45000,Not Verified,25.47,82137,40021,3,home_improvement,5500,A,6.72,0,Current
CA,10,60,RENT,49000,Source Verified,23.22,358026,63446,10,debt_consolidation,16000,B,10.41,0,Current
NY,2,36,RENT,40000,Not Verified,22.05,61196,46368,5,credit_card,10000,B,10.9,0,Current
CA,5,60,MORTGAGE,96000,Not Verified,22.4,231645,62430,16,debt_consolidation,14000,D,19.03,0,Current
NY,3,36,MORTGAGE,170000,Not Verified,13.18,668215,47324,7,credit_card,19000,A,6.71,0,Current
TX,10,36,MORTGAGE,86000,Source Verified,16.72,138000,31058,13,debt_consolidation,12000,B,11.99,0,Current
CA,0,36,RENT,38000,Not Verified,7.58,22700,8801,3,credit_card,7000,B,10.42,0,Current
MA,10,60,RENT,100000,Not Verified,15,72033,46618,4,credit_card,20000,D,17.47,0,Current
OH,10,36,RENT,70000,Not Verified,31.53,168650,113863,6,credit_card,10000,B,9.93,0,Current
RI,6,60,RENT,46500,Source Verified,16.52,43900,25873,10,other,10500,C,15.05,0,Current
NJ,6,60,MORTGAGE,82000,Source Verified,9.06,220561,19998,1,other,15000,B,10.9,1,Current
WA,5,36,MORTGAGE,81900,Source Verified,11.21,322850,19989,4,credit_card,18000,C,13.59,0,Current
NY,2,36,RENT,62000,Not Verified,24.46,306048,283750,8,debt_consolidation,13600,D,19.03,0,In Grace Period
TN,10,36,MORTGAGE,83000,Not Verified,31.74,277641,68952,10,debt_consolidation,20000,D,19.42,0,Current
WA,4,36,RENT,35000,Verified,0.86,29480,30333,1,other,3000,D,19.03,0,Late (16-30 days)
MD,0,36,MORTGAGE,62000,Verified,19.3,285897,10834,2,credit_card,4100,C,14.08,0,Current
KS,10,36,MORTGAGE,88000,Not Verified,38.22,199858,137832,3,credit_card,7300,A,6.08,0,Current
TX,10,36,MORTGAGE,85765,Source Verified,16.63,212326,50384,5,credit_card,20000,A,5.31,0,Current
VT,10,60,MORTGAGE,30000,Not Verified,22.52,122679,17154,1,debt_consolidation,20000,C,13.59,0,Current
CA,7,36,RENT,65926,Source Verified,11.76,35783,28604,2,debt_consolidation,28000,C,16.02,1,Current
CA,10,36,RENT,120000,Source Verified,12.49,59912,34835,4,other,35000,C,14.08,0,Current
NJ,6,36,RENT,35000,Source Verified,31,51720,20039,4,debt_consolidation,5000,B,11.98,1,Current
IL,1,36,RENT,63500,Verified,9.96,50596,27795,1,debt_consolidation,35000,C,13.59,0,Current
MN,10,36,RENT,101000,Source Verified,17,85463,55785,9,major_purchase,16000,B,10.41,0,Current
CT,3,60,RENT,60000,Source Verified,24.14,63882,37653,8,debt_consolidation,30000,D,20,1,Current
WA,4,36,RENT,60000,Source Verified,23.52,70650,53054,4,credit_card,4400,A,7.97,0,Current
LA,10,36,OWN,21000,Not Verified,2.97,3000,762,1,home_improvement,10000,B,9.44,0,Current
WI,4,36,MORTGAGE,60000,Source Verified,6.36,128705,11292,6,debt_consolidation,8500,C,14.08,0,Current
NY,4,36,RENT,80000,Verified,32.36,82405,34582,7,debt_consolidation,20000,D,21.45,0,Current
IL,10,36,OWN,39000,Source Verified,23.52,48456,28229,3,debt_consolidation,9000,B,9.93,0,Current
PA,10,36,MORTGAGE,76000,Source Verified,33.54,256398,106048,8,debt_consolidation,24000,C,12.61,0,Current
TX,10,36,OWN,200000,Not Verified,17.15,155780,118084,6,credit_card,10000,A,5.32,0,Current
IL,10,36,RENT,55000,Verified,11.87,35423,22294,1,debt_consolidation,10000,A,7.96,1,Current
CA,2,36,RENT,57500,Source Verified,18.95,89486,30545,4,debt_consolidation,9500,A,5.32,1,Current
IN,4,36,MORTGAGE,160000,Source Verified,6.1,389787,23494,0,debt_consolidation,8000,A,7.35,0,Current
OH,0,60,RENT,10800,Verified,0,300,0,0,major_purchase,10000,C,16.02,0,Current
OR,10,36,MORTGAGE,115000,Not Verified,25.42,409420,86450,3,debt_consolidation,15000,A,5.32,0,Current
NV,10,60,MORTGAGE,85000,Not Verified,14.17,415809,43024,7,debt_consolidation,23000,A,6.72,0,Current
MN,3,60,RENT,58000,Source Verified,21.19,118674,101390,4,debt_consolidation,12000,E,26.3,0,Fully Paid
VT,10,60,MORTGAGE,55000,Not Verified,27.32,169141,30965,4,debt_consolidation,10000,C,12.62,0,Current
OR,2,36,MORTGAGE,100000,Source Verified,31.39,147793,111920,11,debt_consolidation,35000,D,19.42,0,Current
WA,10,36,RENT,121000,Not Verified,11.82,71509,61062,6,credit_card,10000,B,11.98,0,Current
NY,9,36,OWN,22000,Source Verified,30.01,34260,13511,7,credit_card,6500,B,10.42,0,Current
KS,5,36,MORTGAGE,115000,Source Verified,9.52,253159,12099,3,debt_consolidation,40000,B,9.43,0,Current
NY,10,36,RENT,79000,Source Verified,35.87,140555,72169,7,home_improvement,4000,B,10.42,0,Current
CT,2,36,MORTGAGE,90000,Not Verified,7.51,204460,19714,3,debt_consolidation,5000,B,9.43,0,Current
CO,3,36,OWN,75000,Not Verified,28.19,273109,66721,5,debt_consolidation,20000,C,14.08,0,Current
NV,1,36,MORTGAGE,31000,Not Verified,6.25,10600,4195,3,debt_consolidation,3500,D,20,0,Current
CA,3,60,RENT,172000,Not Verified,4.35,57023,27040,6,debt_consolidation,15000,D,20,1,Late (31-120 days)
SD,2,36,MORTGAGE,49992,Not Verified,19.16,50496,35594,3,credit_card,15000,B,10.41,0,Current
CO,10,60,RENT,40600,Source Verified,32.04,80161,64089,3,debt_consolidation,11400,D,18.45,0,Current
NC,5,60,MORTGAGE,55000,Verified,12.28,286984,19162,4,debt_consolidation,24000,C,12.62,0,Current
TX,10,36,OWN,150000,Not Verified,6.9,49390,36122,4,home_improvement,20000,B,10.42,0,Current
CA,8,36,MORTGAGE,280000,Source Verified,7.35,836703,33648,2,medical,40000,A,5.31,0,Fully Paid
MA,10,36,MORTGAGE,55000,Source Verified,14.07,90300,52053,6,debt_consolidation,15000,B,11.99,1,Current
NY,8,36,MORTGAGE,32000,Not Verified,27.74,158370,35704,5,debt_consolidation,8475,B,10.9,0,Current
MS,10,60,OWN,15000,Not Verified,70.48,39300,27125,6,debt_consolidation,30000,D,17.09,0,Current
FL,3,36,RENT,101000,Not Verified,9.04,75190,9578,12,other,7000,A,5.32,0,Current
TX,4,36,OWN,70500,Verified,11.47,378054,39803,8,debt_consolidation,25000,E,22.9,0,Current
CA,3,36,RENT,45000,Source Verified,22.19,69611,35343,6,debt_consolidation,10000,B,10.42,0,Current
NJ,10,60,RENT,60000,Not Verified,22.58,66156,31772,5,debt_consolidation,16000,B,10.42,1,Current
CO,10,36,MORTGAGE,110000,Not Verified,20.64,340916,61777,6,credit_card,15000,A,6.07,0,Current
CA,10,60,MORTGAGE,117000,Verified,25.45,503804,62293,4,debt_consolidation,40000,C,14.07,0,Current
VA,3,36,RENT,50000,Verified,45.82,96917,64915,1,debt_consolidation,40000,B,10.9,0,Current
CA,4,36,OWN,52000,Source Verified,10.11,183924,14177,5,credit_card,10000,B,10.91,0,Current
WI,0,36,RENT,48000,Not Verified,11.26,30107,19721,4,credit_card,3000,D,17.47,0,Current
WY,10,36,MORTGAGE,25000,Verified,30.34,160491,38401,3,other,2500,C,12.62,0,Current
FL,1,36,MORTGAGE,90000,Verified,30.06,283458,112814,5,debt_consolidation,20000,A,7.96,0,Current
MD,10,60,RENT,92000,Verified,16.42,89859,80480,5,debt_consolidation,16000,C,13.58,2,Current
MD,5,60,OWN,74000,Verified,12.84,266678,69397,5,debt_consolidation,20000,E,26.77,1,Fully Paid
GA,10,36,MORTGAGE,76000,Not Verified,15.06,179748,52996,4,debt_consolidation,6000,B,9.43,0,Current
OK,10,36,RENT,102000,Source Verified,39.73,414693,125128,12,debt_consolidation,25000,E,23.88,0,Current
FL,4,36,RENT,85000,Not Verified,8.74,36992,16124,7,debt_consolidation,9600,B,11.99,0,Current
TX,2,36,MORTGAGE,70000,Source Verified,15.31,278923,33756,9,debt_consolidation,24000,A,6.07,0,Current
MA,4,36,MORTGAGE,250000,Not Verified,25.24,659143,186238,8,home_improvement,25000,C,14.08,0,Current
MI,4,36,RENT,35000,Not Verified,15.43,70812,80336,3,debt_consolidation,5000,C,14.07,0,Current
UT,2,36,MORTGAGE,32000,Not Verified,35.18,267138,40663,3,debt_consolidation,20000,C,15.04,0,Current
NY,10,36,OWN,56000,Source Verified,13.92,114219,39071,8,debt_consolidation,20000,A,7.34,0,Current
MN,9,60,MORTGAGE,70000,Not Verified,24.81,297982,54997,3,debt_consolidation,26400,B,9.43,0,Current
TX,6,60,RENT,90000,Source Verified,23.13,406487,425808,4,car,10000,B,9.92,0,Current
NJ,3,36,RENT,48000,Not Verified,37.3,72880,63763,8,credit_card,25000,D,19.03,0,Current
IL,6,60,RENT,100000,Source Verified,13.28,413093,104747,3,moving,10000,C,15.04,0,Current
PA,2,36,RENT,60000,Source Verified,6.25,12946,6147,5,debt_consolidation,1600,C,13.59,0,Current
NJ,10,36,MORTGAGE,123000,Source Verified,17.46,536093,82806,8,debt_consolidation,15000,B,11.99,0,Current
TN,6,60,MORTGAGE,50000,Verified,25.4,222223,38315,5,debt_consolidation,10000,D,21.85,0,Current
CA,6,60,RENT,30000,Not Verified,17.08,50000,4239,9,house,20000,B,9.43,0,Current
TX,5,36,MORTGAGE,90000,Not Verified,11.68,286461,23906,7,debt_consolidation,14000,A,5.31,1,Current
RI,10,36,RENT,65000,Not Verified,4.87,45000,8765,5,credit_card,7000,A,5.31,0,Current
NJ,2,36,RENT,44200,Not Verified,5.1,20400,4428,5,credit_card,4000,A,5.32,0,Current
MN,2,36,RENT,52000,Not Verified,34.92,106508,68622,3,debt_consolidation,10000,A,7.97,0,Current
TX,3,36,MORTGAGE,75000,Source Verified,29.47,339685,72660,5,debt_consolidation,20000,A,6.72,0,Current
FL,10,60,MORTGAGE,192000,Source Verified,13.19,612460,56436,5,debt_consolidation,20000,C,15.05,0,Current
TX,10,36,MORTGAGE,100000,Source Verified,1.54,29100,2517,4,credit_card,2500,A,7.96,0,Current
NY,9,36,MORTGAGE,79300,Not Verified,26.09,64220,43202,9,debt_consolidation,5500,D,18.06,0,Current
CA,0,36,RENT,55000,Source Verified,0.59,11634,3508,1,other,12000,C,13.59,1,Current
FL,4,36,MORTGAGE,57000,Not Verified,9.07,24800,12690,8,debt_consolidation,6500,D,17.09,0,Current
AZ,6,36,RENT,63500,Source Verified,1.08,6800,4941,0,debt_consolidation,2500,B,11.98,0,Fully Paid
MD,10,36,MORTGAGE,35000,Verified,16.74,317794,8327,1,medical,5000,B,11.99,0,Current
NY,2,36,RENT,90000,Not Verified,17.64,83637,60036,7,credit_card,8000,D,20,1,Current
IL,3,60,MORTGAGE,50000,Source Verified,17.02,350682,22940,2,credit_card,18000,A,7.35,0,Current
FL,5,36,RENT,38400,Not Verified,15.68,22860,9849,2,debt_consolidation,1000,B,10.41,0,Current
CA,10,36,MORTGAGE,67000,Not Verified,23.13,266912,48798,5,debt_consolidation,10800,B,10.42,0,Current
GA,1,36,OWN,95000,Not Verified,7.52,37400,30547,3,credit_card,40000,A,7.34,0,Current
PA,10,36,RENT,50000,Not Verified,17.21,83577,27229,7,debt_consolidation,12500,A,7.34,0,Current
CA,10,36,MORTGAGE,78000,Verified,19.42,424501,39366,3,credit_card,6000,C,16.01,0,Current
FL,2,36,RENT,25000,Source Verified,21.56,29325,18109,3,debt_consolidation,12000,C,15.05,0,Current
WA,0,60,RENT,60000,Source Verified,14.6,60620,41286,5,debt_consolidation,12000,C,14.08,0,Current
FL,4,36,RENT,37500,Verified,28.58,45420,40615,4,debt_consolidation,8000,C,15.04,0,Current
CA,10,36,MORTGAGE,130000,Source Verified,5.98,33481,17326,1,home_improvement,6000,B,9.44,1,Current
CA,10,60,MORTGAGE,180000,Not Verified,19.87,604097,92012,8,other,12000,C,13.59,1,Current
MI,10,36,OWN,83000,Source Verified,17.52,84553,25925,7,credit_card,12000,A,6.72,0,Current
TN,4,60,MORTGAGE,100000,Source Verified,7.2,42300,21660,4,debt_consolidation,20000,C,13.59,1,Current
NY,10,60,MORTGAGE,105000,Verified,32.69,429542,99071,11,debt_consolidation,25000,G,30.79,0,Fully Paid
FL,0,60,MORTGAGE,130000,Not Verified,17.28,229391,52011,9,debt_consolidation,25000,C,15.05,0,Current
MO,2,36,MORTGAGE,30000,Verified,26.56,122100,27587,7,credit_card,4800,A,7.96,0,Current
